0.8,
0.6,
0.7,
0.6,
3.5,
4.1,
0.4,
0.8,
0.2,
1.8,
1.1,
0.4,
0.0,
1.4,
4.1,
1.6,
3.6,
1.6,
3.4,
1.8,
2.4,
2.2,
1.3,
1.2,
0.6,
3.2,
0.4,
3.8,
0.4,
1.4,
0.7,
0.0,
4.8,
1.0,
1.4,
4.1,
0.2,
0.0,
3.4,
4.3,
1.4,
0.1,
4.3,
0.6,
0.0,
3.7,
0.4,
0.8,
3.4,
0.3,
0.4,
0.6,
1.1,
0.3,
1.2,
1.4,
4.1,
1.0,
0.2,
0.4,
